congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,M001165,McCarthy,CA,23,R,73,0.972602739726027,0.90902557,22
0,house,M001166,McNerney,CA,9,Democrat,163,0.128834355828221,0.22104511,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.193548387096774,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,70,0.0428571428571429,0.06683204,-18.6
0,house,M001177,McClintock,CA,4,Republican,166,0.873493975903614,0.85261641,14.7
115,house,M001177,McClintock,CA,4,R,95,0.810526315789474,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,71,0.957746478873239,0.79377786,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.979166666666667,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,169,0.946745562130177,0.95743481,41.6
115,house,M001180,McKinley,WV,1,R,96,0.979166666666667,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,73,0.904109589041096,0.96616883,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.887323943661972,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.887323943661972,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,164,0.701219512195122,0.95888226,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,68,0.808823529411765,0.97149497,35.9
0,house,M001185,Maloney,NY,18,Democrat,166,0.22289156626506,0.54398529,1.9
115,house,M001185,Maloney,NY,18,D,93,0.354838709677419,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,73,0.0547945205479452,0.31130278,1.9
0,house,M001187,Meadows,NC,11,Republican,160,0.9125,0.95132977,29.2
115,house,M001187,Meadows,NC,11,R,93,0.89247311827957,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,67,0.940298507462687,0.94692081,29.2
0,house,M001188,Meng,NY,6,Democrat,165,0.127272727272727,0.14735416,-33
115,house,M001188,Meng,NY,6,D,93,0.204301075268817,0.2231871,-33
116,house,M001188,Meng,NY,6,D,72,0.0277777777777778,0.04940328,-33
0,house,M001189,Messer,IN,6,Republican,92,0.945652173913043,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.945652173913043,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,160,0.94375,0.95943598,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,66,0.96969696969697,0.97354207,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.947916666666667,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.947916666666667,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,169,0.970414201183432,0.93464019,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.989583333333333,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,73,0.945205479452055,0.92896538,24.8
0,house,M001195,Mooney,WV,2,Republican,169,0.869822485207101,0.95493434,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,73,0.904109589041096,0.96129523,36.4
0,house,M001196,Moulton,MA,6,Democrat,163,0.153374233128834,0.23227656,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.234042553191489,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,69,0.0434782608695652,0.06986748,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,165,0.981818181818182,0.95745787,45
115,house,M001198,Marshall,KS,1,R,96,0.979166666666667,0.95065581,45
116,house,M001198,Marshall,KS,1,R,69,0.985507246376812,0.96692161,45
0,house,M001199,Mast,FL,18,Republican,162,0.907407407407407,0.7526229,9.2
115,house,M001199,Mast,FL,18,R,96,0.927083333333333,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,66,0.878787878787879,0.61824788,9.2
0,house,M001200,McEachin,VA,4,Democrat,149,0.154362416107383,0.21705255,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.206521739130435,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,57,0.0701754385964912,0.07311806,-21.6
0,house,M001201,Mitchell,MI,10,Republican,166,0.963855421686747,0.9501577,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,70,0.957142857142857,0.95285363,32.2
0,house,M001202,Murphy,FL,7,Democrat,168,0.327380952380952,0.35460279,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.505263157894737,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,73,0.0958904109589041,0.11938788,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,73,0.0547945205479452,0.2224252,-1.1
116,house,M001203,Malinowski,NJ,7,D,73,0.0547945205479452,0.2224252,-1.1
0,house,M001204,Meuser,PA,9,Republican,70,0.985714285714286,0.95626057,34
116,house,M001204,Meuser,PA,9,R,70,0.985714285714286,0.95626057,34
0,house,M001205,Miller,WV,3,Republican,72,1,0.96967712,49.2
116,house,M001205,Miller,WV,3,R,72,1,0.96967712,49.2
0,house,M001206,Morelle,NY,25,Democrat,74,0.0810810810810811,0.09576655,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.666666666666667,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,71,0.0563380281690141,0.07185731,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,73,0.0547945205479452,0.07028052,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,73,0.0547945205479452,0.07028052,-16.3
0,house,M001208,McBath,GA,6,Democrat,73,0.0684931506849315,0.29783179,1.5
116,house,M001208,McBath,GA,6,D,73,0.0684931506849315,0.29783179,1.5
0,house,M001209,McAdams,UT,4,Democrat,73,0.219178082191781,0.50151913,6.7
116,house,M001209,McAdams,UT,4,D,73,0.219178082191781,0.50151913,6.7
0,house,M001210,Murphy,NC,3,Republican,25,1,0.92118149,23.6
116,house,M001210,Murphy,NC,3,R,25,1,0.92118149,23.6
0,house,N000002,Nadler,NY,10,Democrat,162,0.111111111111111,0.10960694,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.173913043478261,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,70,0.0285714285714286,0.03119655,-59.5
0,house,N000015,Neal,MA,1,Democrat,165,0.139393939393939,0.20611538,-20.7
115,house,N000015,Neal,MA,1,D,94,0.202127659574468,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,71,0.0563380281690141,0.06231163,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.277777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.277777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,153,0.104575163398693,0.14358832,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.160493827160494,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,72,0.0416666666666667,0.04640132,-38.9
0,house,N000181,Nunes,CA,22,Republican,164,0.975609756097561,0.74637926,9.5
115,house,N000181,Nunes,CA,22,R,92,0.989130434782609,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,72,0.958333333333333,0.61858915,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.922222222222222,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.922222222222222,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,165,0.127272727272727,0.18143053,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.206521739130435,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,73,0.0273972602739726,0.05569929,-24.5
0,house,N000189,Newhouse,WA,4,Republican,162,0.932098765432099,0.92675936,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.966666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,72,0.888888888888889,0.91538338,22.8
0,house,N000190,Norman,SC,5,Republican,131,0.908396946564885,0.88067452,18.5
115,house,N000190,Norman,SC,5,R,62,0.838709677419355,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,69,0.971014492753623,0.86654302,18.5
0,house,N000191,Neguse,CO,2,Democrat,73,0.0410958904109589,0.05994983,-21.3
116,house,N000191,Neguse,CO,2,D,73,0.0410958904109589,0.05994983,-21.3
0,house,O000168,Olson,TX,22,Republican,163,0.96319018404908,0.71009635,7.9
115,house,O000168,Olson,TX,22,R,94,0.968085106382979,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,69,0.956521739130435,0.54988579,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.301075268817204,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.301075268817204,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,169,0.331360946745562,0.52970766,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.541666666666667,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,73,0.0547945205479452,0.28484623,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,73,0.136986301369863,0.03968417,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,73,0.136986301369863,0.03968417,-57.9
0,house,O000173,Omar,MN,5,Democrat,71,0.0563380281690141,0.04149387,-55.2
116,house,O000173,Omar,MN,5,D,71,0.0563380281690141,0.04149387,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,168,0.0773809523809524,0.24703296,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.115789473684211,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,73,0.0273972602739726,0.07227719,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,165,0.133333333333333,0.15528569,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,72,0.0277777777777778,0.05056897,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,119,0.184873949579832,0.1353465,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.208791208791209,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,28,0.107142857142857,0.091242,-77.5
0,house,P000258,Peterson,MN,7,Democrat,163,0.478527607361963,0.95255327,30.8
115,house,P000258,Peterson,MN,7,D,91,0.67032967032967,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,72,0.236111111111111,0.96032177,30.8
0,house,P000523,Price,NC,4,Democrat,168,0.130952380952381,0.13495707,-40
115,house,P000523,Price,NC,4,D,95,0.189473684210526,0.20384318,-40
116,house,P000523,Price,NC,4,D,73,0.0547945205479452,0.04531076,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.89247311827957,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.89247311827957,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.923076923076923,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.923076923076923,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,167,0.18562874251497,0.28709817,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.284210526315789,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,72,0.0555555555555556,0.08304035,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,165,0.109090909090909,0.24923986,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.182795698924731,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,72,0.0138888888888889,0.06221076,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.170454545454545,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.170454545454545,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,166,0.891566265060241,0.91531351,20.7
115,house,P000599,Posey,FL,8,R,93,0.89247311827957,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,73,0.89041095890411,0.89633278,20.7
0,house,P000601,Palazzo,MS,4,Republican,162,0.969135802469136,0.96016231,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.956521739130435,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,70,0.985714285714286,0.96893403,41.2
0,house,P000604,Payne,NJ,10,Democrat,151,0.0860927152317881,0.08968356,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.114942528735632,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,64,0.046875,0.04176656,-72.4
0,house,P000605,Perry,PA,10,Republican,166,0.897590361445783,0.78729994,8.9
115,house,P000605,Perry,PA,4,R,95,0.852631578947368,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,71,0.957746478873239,0.59543308,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,159,0.0943396226415094,0.1406689,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.127906976744186,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,73,0.0547945205479452,0.04672916,-36.8
0,house,P000608,Peters,CA,52,Democrat,166,0.216867469879518,0.19195388,-22.5
115,house,P000608,Peters,CA,52,D,94,0.351063829787234,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,72,0.0416666666666667,0.0590069,-22.5
0,house,P000609,Palmer,AL,6,Republican,167,0.940119760479042,0.96354348,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,73,0.958904109589041,0.96808658,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,169,0.183431952662722,0.12310796,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,73,0.0547945205479452,0.04270131,-47.2
0,house,P000614,Pappas,NH,1,Democrat,73,0.0684931506849315,0.30115455,1.6
116,house,P000614,Pappas,NH,1,D,73,0.0684931506849315,0.30115455,1.6
0,house,P000615,Pence,IN,6,Republican,72,1,0.96621472,40.3
116,house,P000615,Pence,IN,6,R,72,1,0.96621472,40.3
0,house,P000616,Phillips,MN,3,Democrat,73,0.0547945205479452,0.10150349,-9.4
116,house,P000616,Phillips,MN,3,D,73,0.0547945205479452,0.10150349,-9.4
0,house,P000617,Pressley,MA,7,Democrat,73,0.0684931506849315,0.03665313,-72.2
116,house,P000617,Pressley,MA,7,D,73,0.0684931506849315,0.03665313,-72.2
0,house,P000618,Porter,CA,45,Democrat,72,0.0555555555555556,0.14286483,-5.4
116,house,P000618,Porter,CA,45,D,72,0.0555555555555556,0.14286483,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,165,0.157575757575758,0.12217043,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.236559139784946,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,72,0.0555555555555556,0.04348975,-46.6
0,house,R000395,Rogers,KY,5,Republican,162,0.975308641975309,0.95668606,62.1
115,house,R000395,Rogers,KY,5,R,89,0.98876404494382,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,73,0.958904109589041,0.97317283,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.842105263157895,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.842105263157895,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.707865168539326,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.707865168539326,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,166,0.108433734939759,0.10282178,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.159574468085106,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,72,0.0416666666666667,0.03768825,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.978947368421053,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.978947368421053,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,141,0.106382978723404,0.12180202,-54
115,house,R000515,Rush,IL,1,D,71,0.154929577464789,0.20004953,-54
116,house,R000515,Rush,IL,1,D,70,0.0571428571428571,0.0424367,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.954545454545455,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.954545454545455,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,165,0.96969696969697,0.95226961,33
115,house,R000575,Rogers,AL,3,R,96,0.958333333333333,0.94868333,33
116,house,R000575,Rogers,AL,3,R,69,0.985507246376812,0.95725922,33
0,house,R000576,Ruppersberger,MD,2,Democrat,168,0.196428571428571,0.18297141,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.305263157894737,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,73,0.0547945205479452,0.05581344,-24.4
0,house,R000577,Ryan,OH,13,Democrat,154,0.168831168831169,0.39333825,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.231578947368421,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,59,0.0677966101694915,0.13722703,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.924731182795699,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.924731182795699,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.946808510638298,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.946808510638298,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,167,0.958083832335329,0.95829103,57
115,house,R000582,Roe,TN,1,R,96,0.958333333333333,0.94844087,57
116,house,R000582,Roe,TN,1,R,71,0.957746478873239,0.97160955,57
0,house,R000583,Rooney,FL,17,Republican,88,0.977272727272727,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.977272727272727,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,162,0.901234567901235,0.85101605,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,71,0.816901408450704,0.79480796,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.943820224719101,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.943820224719101,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,156,0.108974358974359,0.1073902,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.149425287356322,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,69,0.0579710144927536,0.04333418,-52.4
0,house,R000591,Roby,AL,2,Republican,165,0.951515151515152,0.95072444,31.9
115,house,R000591,Roby,AL,2,R,95,0.957894736842105,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,70,0.942857142857143,0.95517964,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.903225806451613,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.903225806451613,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.978260869565217,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.978260869565217,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,166,0.94578313253012,0.90126845,18.9
115,house,R000597,Rice,SC,7,R,95,0.947368421052632,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,71,0.943661971830986,0.87555133,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.885416666666667,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.885416666666667,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,168,0.232142857142857,0.33111283,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.368421052631579,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,73,0.0547945205479452,0.10602766,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,161,0.925465838509317,0.96211083,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.905263157894737,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,66,0.954545454545455,0.97524693,53.6
0,house,R000602,Rice,NY,4,Democrat,164,0.189024390243902,0.31722478,-9.6
115,house,R000602,Rice,NY,4,D,93,0.301075268817204,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,71,0.0422535211267606,0.10247689,-9.6
0,house,R000603,Rouzer,NC,7,Republican,167,0.916167664670659,0.88834286,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.914893617021277,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,73,0.917808219178082,0.8551839,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.936842105263158,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.936842105263158,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,168,0.0892857142857143,0.14700059,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.136842105263158,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,73,0.0273972602739726,0.04795202,-34.4
0,house,R000607,Rooney,FL,19,Republican,144,0.888888888888889,0.93115129,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,51,0.764705882352941,0.93054206,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,161,0.981366459627329,0.94484316,28
115,house,R000609,Rutherford,FL,4,R,90,0.988888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,71,0.971830985915493,0.94340511,28
0,house,R000610,Reschenthaler,PA,14,Republican,71,0.957746478873239,0.94682689,29
116,house,R000610,Reschenthaler,PA,14,R,71,0.957746478873239,0.94682689,29
0,house,R000611,Riggleman,VA,5,Republican,73,0.945205479452055,0.68007775,11.1
116,house,R000611,Riggleman,VA,5,R,73,0.945205479452055,0.68007775,11.1
0,house,R000612,Rose,TN,6,Republican,69,0.971014492753623,0.96824017,48.9
116,house,R000612,Rose,TN,6,R,69,0.971014492753623,0.96824017,48.9
0,house,R000613,Rose,NY,11,Democrat,72,0.0833333333333333,0.6302418,9.8
116,house,R000613,Rose,NY,11,D,72,0.0833333333333333,0.6302418,9.8
0,house,R000614,Roy,TX,21,Republican,68,0.926470588235294,0.65263656,10
116,house,R000614,Roy,TX,21,R,68,0.926470588235294,0.65263656,10
0,house,R000616,Rouda,CA,48,Democrat,72,0.0555555555555556,0.20924345,-1.7
116,house,R000616,Rouda,CA,48,D,72,0.0555555555555556,0.20924345,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.708333333333333,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.708333333333333,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,168,0.136904761904762,0.15438297,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,73,0.0547945205479452,0.04954886,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,160,0.875,0.91346366,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,64,0.875,0.89523365,20.1
0,house,S000248,Serrano,NY,15,Democrat,158,0.10126582278481,0.09285388,-88.9
115,house,S000248,Serrano,NY,15,D,96,0.135416666666667,0.13178553,-88.9
116,house,S000248,Serrano,NY,15,D,62,0.0483870967741935,0.03257262,-88.9
0,house,S000250,Sessions,TX,32,Republican,94,0.978723404255319,0.65303497,-1.9
115,house,S000250,Sessions,TX,32,R,94,0.978723404255319,0.65303497,-1.9
0,house,S000344,Sherman,CA,30,Democrat,166,0.132530120481928,0.13069492,-43.4
115,house,S000344,Sherman,CA,30,D,94,0.202127659574468,0.19663296,-43.4
116,house,S000344,Sherman,CA,30,D,72,0.0416666666666667,0.04460915,-43.4
0,house,S000364,Shimkus,IL,15,Republican,160,0.975,0.95617739,46.2
115,house,S000364,Shimkus,IL,15,R,94,0.98936170212766,0.94952091,46.2
116,house,S000364,Shimkus,IL,15,R,66,0.954545454545455,0.96565783,46.2
0,house,S000480,Slaughter,NY,25,Democrat,60,0.166666666666667,0.31549983,-16.4
115,house,S000480,Slaughter,NY,25,D,60,0.166666666666667,0.31549983,-16.4
0,house,S000510,Smith,WA,9,Democrat,162,0.104938271604938,0.12363097,-47.2
115,house,S000510,Smith,WA,9,D,90,0.144444444444444,0.18790024,-47.2
116,house,S000510,Smith,WA,9,D,72,0.0555555555555556,0.04329438,-47.2
0,house,S000522,Smith,NJ,4,Republican,168,0.678571428571429,0.85236671,14.8
115,house,S000522,Smith,NJ,4,R,95,0.8,0.89691562,14.8
116,house,S000522,Smith,NJ,4,R,73,0.520547945205479,0.7943921,14.8
0,house,S000583,Smith,TX,21,Republican,94,0.968085106382979,0.85564771,10
115,house,S000583,Smith,TX,21,R,94,0.968085106382979,0.85564771,10
0,house,S001145,Schakowsky,IL,9,Democrat,169,0.0828402366863905,0.12601967,-45.2
115,house,S001145,Schakowsky,IL,9,D,96,0.114583333333333,0.18887192,-45.2
116,house,S001145,Schakowsky,IL,9,D,73,0.0410958904109589,0.04336466,-45.2
0,house,S001148,Simpson,ID,2,Republican,161,0.962732919254658,0.9329947,24.7
115,house,S001148,Simpson,ID,2,R,91,0.989010989010989,0.93692801,24.7
116,house,S001148,Simpson,ID,2,R,70,0.928571428571429,0.92788139,24.7
0,house,S001150,Schiff,CA,28,Democrat,169,0.153846153846154,0.1196513,-49.8
115,house,S001150,Schiff,CA,28,D,96,0.229166666666667,0.17877994,-49.8
116,house,S001150,Schiff,CA,28,D,73,0.0547945205479452,0.04189309,-49.8
0,house,S001154,Shuster,PA,9,Republican,94,0.98936170212766,0.94975351,42.5
115,house,S001154,Shuster,PA,9,R,94,0.98936170212766,0.94975351,42.5
0,house,S001156,Sánchez,CA,38,Democrat,162,0.117283950617284,0.1342973,-39.6
115,house,S001156,Sánchez,CA,38,D,93,0.161290322580645,0.19824125,-39.6
116,house,S001156,Sánchez,CA,38,D,69,0.0579710144927536,0.04811199,-39.6
0,house,S001157,Scott,GA,13,Democrat,160,0.175,0.12525505,-44.4
115,house,S001157,Scott,GA,13,D,89,0.280898876404494,0.18938171,-44.4
116,house,S001157,Scott,GA,13,D,71,0.0422535211267606,0.04487093,-44.4
0,house,S001165,Sires,NJ,8,Democrat,162,0.160493827160494,0.11933626,-54.2
115,house,S001165,Sires,NJ,8,D,92,0.239130434782609,0.17790997,-54.2
116,house,S001165,Sires,NJ,8,D,70,0.0571428571428571,0.04235366,-54.2
0,house,S001168,Sarbanes,MD,3,Democrat,168,0.130952380952381,0.15810847,-30.5
115,house,S001168,Sarbanes,MD,3,D,95,0.189473684210526,0.24090939,-30.5
116,house,S001168,Sarbanes,MD,3,D,73,0.0547945205479452,0.05035386,-30.5
0,house,S001170,Shea-Porter,NH,1,Democrat,90,0.233333333333333,0.71711245,1.6
115,house,S001170,Shea-Porter,NH,1,D,90,0.233333333333333,0.71711245,1.6
0,house,S001172,Smith,NE,3,Republican,166,0.94578313253012,0.95807369,54.9
115,house,S001172,Smith,NE,3,R,95,0.947368421052632,0.94840459,54.9
116,house,S001172,Smith,NE,3,R,71,0.943661971830986,0.97101122,54.9
0,house,S001175,Speier,CA,14,Democrat,153,0.130718954248366,0.11275908,-58.7
115,house,S001175,Speier,CA,14,D,86,0.209302325581395,0.17871072,-58.7
116,house,S001175,Speier,CA,14,D,67,0.0298507462686567,0.02810472,-58.7
0,house,S001176,Scalise,LA,1,Republican,148,0.986486486486487,0.964277,42
