congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.445,-0.086,-99.38664,0.82419,514,38,,-0.406,-0.076
115,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.51,0.291,-35.19694,0.93419,517,15,,0.583,0.337
115,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.631,0.564,-32.32984,0.93983,521,15,,0.711,0.367
115,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.351,-0.324,-77.45683,0.85909,510,35,,-0.324,-0.466
115,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.332,0.108,-67.12297,0.86477,462,33,,-0.415,0.165
115,Senate,20717,22,0,IN,100,,,"DONNELLY, Joe",D000607,1955,,-0.119,0.435,-64.56938,0.88216,515,17,,-0.134,0.561
115,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.476,-0.03,-44.23334,0.9183,519,16,,0.367,-0.059
115,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-47.57375,0.91289,522,19,,0.459,-0.055
115,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.53,-0.023,-33.81023,0.93717,521,13,,0.525,-0.029
115,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.091,-21.367,0.95951,517,8,,0.342,0.167
115,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.414,0.2,-60.47284,0.88651,502,27,,0.475,-0.278
115,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.004,-30.82841,0.94255,521,8,,0.386,-0.024
115,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.878,-0.479,-157.85441,0.72973,501,77,,0.879,-0.477
115,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.454,-0.107,-36.75121,0.93125,516,19,,0.437,-0.105
115,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.562,0.269,-74.69171,0.86644,521,29,,0.482,0.462
115,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.154,-0.224,-84.06875,0.85125,522,42,,-0.14,-0.184
115,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.542,-83.0574,0.8529,522,40,,0.166,-0.392
115,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.321,-0.228,-66.06288,0.88026,518,24,,-0.302,-0.206
115,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.389,-0.193,-66.94232,0.87899,519,26,,-0.348,-0.181
115,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.511,-0.45,-55.30189,0.89893,519,24,,-0.585,-0.504
115,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.767,-0.271,-30.63811,0.943,522,12,,-0.783,-0.226
115,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.245,-0.197,-108.5527,0.81127,519,45,,-0.276,-0.139
115,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.341,-0.016,-97.77844,0.82829,519,40,,-0.366,0.165
115,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.278,-0.342,-69.02525,0.87547,519,24,,-0.288,-0.058
115,Senate,40904,33,0,MN,100,,,"FRANKEN, Al",F000457,1951,,-0.399,-0.169,-23.04081,0.92388,291,9,,-0.339,-0.279
115,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.392,-0.053,-32.081,0.86488,221,13,,-0.346,-0.123
115,Senate,14009,46,0,MS,200,,,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-8.7148,0.97263,314,0,,0.368,0.244
115,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.376,0.352,-29.20497,0.94538,520,13,,0.413,0.145
115,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.366,0.277,-15.81654,0.91214,172,7,,0.41,0.15
115,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.427,0.281,-16.42096,0.9685,513,3,,0.367,0.328
115,Senate,40701,34,0,MO,100,,,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-86.08537,0.84356,506,37,,-0.152,0.18
115,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.556,-0.102,-57.48646,0.89534,520,25,,0.606,-0.313
115,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.217,0.135,-89.27565,0.84141,517,36,,-0.192,0.017
115,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.473,0.336,-26.74301,0.94968,518,12,,0.448,0.254
115,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.796,-0.242,-44.22444,0.91786,516,18,,0.824,0.019
115,Senate,20730,65,0,NV,200,,,"HELLER, Dean",H001041,1960,,0.463,-0.459,-94.72531,0.82773,501,40,,0.481,-0.581
115,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.37,0.339,-82.17551,0.85172,512,41,,-0.395,0.345
115,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.239,-0.158,-64.59926,0.88146,512,21,,-0.229,-0.077
115,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.241,-0.042,-62.89234,0.88587,519,23,,-0.258,-0.081
115,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.365,-0.121,-86.27721,0.82518,449,35,,-0.38,-0.137
115,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.609,-0.216,-58.44839,0.8903,503,26,,-0.645,-0.073
115,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.324,-0.019,-78.01444,0.8558,501,37,,-0.406,0.097
115,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.452,0.169,-74.59131,0.86589,518,32,,-0.419,0.089
115,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.358,-0.399,-67.44781,0.87857,521,29,,-0.395,-0.191
115,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.473,-0.425,-104.94914,0.81755,521,47,,-0.847,-0.217
115,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.451,-0.053,-33.50866,0.93543,502,13,,0.442,0.041
115,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.433,0.073,-19.02249,0.96207,492,7,,0.396,0.108
115,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.343,0.33,-17.50019,0.96678,518,6,,0.38,0.272
115,Senate,41303,36,0,ND,100,,,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955,,-0.122,0.399,-64.38813,0.88096,508,24,,-0.093,0.36
115,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.373,-0.239,-37.05168,0.9311,519,12,,0.324,0.006
115,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.431,-0.123,-61.70362,0.88811,520,23,,-0.396,-0.08
115,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.555,0.042,-27.16809,0.94842,513,12,,0.561,0.22
115,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.588,0.163,-40.85707,0.92471,522,20,,0.683,-0.023
115,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.328,-0.458,-103.72949,0.81884,519,54,,-0.435,-0.544
115,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.444,-0.739,-58.03234,0.89343,515,23,,-0.568,-0.722
115,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.646,-0.294,-49.28357,0.90684,504,22,,0.776,-0.299
115,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.312,0.195,-65.97261,0.88128,522,23,,-0.317,0.065
115,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.371,-0.194,-80.10038,0.85774,522,35,,-0.312,-0.154
115,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.36,-0.137,-65.90357,0.88075,519,32,,-0.354,-0.193
115,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.643,0.006,-32.72396,0.93867,517,15,,0.533,0.182
115,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.406,-0.168,-39.95642,0.92185,491,15,,0.359,-0.1
115,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.41,0.138,-23.64638,0.95571,522,11,,0.459,0.207
115,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.396,0.082,-35.01903,0.93426,515,10,,0.413,0.13
115,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-26.77707,0.94785,500,6,,0.326,-0.105
115,Senate,40705,54,0,TN,200,,,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-76.78647,0.85816,502,31,,0.5,-0.579
115,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.495,0.002,-22.79051,0.95712,520,7,,0.415,0.242
115,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.818,-0.283,-54.34137,0.89682,499,24,,0.679,-0.2
115,Senate,14503,67,0,UT,200,,,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-29.34808,0.94502,519,12,,0.356,0.162
115,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.913,-0.408,-99.77071,0.82419,516,60,,0.902,-0.432
115,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.361,-0.128,-65.76958,0.87834,507,32,,-0.308,-0.142
115,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.527,-0.373,-77.13894,0.85912,508,33,,-0.707,-0.643
115,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.2,-0.036,-70.45679,0.8719,514,30,,-0.176,-0.03
115,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.24,-0.065,-67.78373,0.87756,519,22,,-0.243,-0.07
115,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.302,-0.406,-57.38037,0.89552,520,16,,-0.349,-0.261
115,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.35,-0.29,-49.9628,0.90668,510,16,,-0.36,-0.235
115,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.263,0.058,-38.96178,0.92727,516,14,,0.362,0.101
115,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.056,0.446,-80.8749,0.85571,519,39,,-0.051,0.532
115,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.497,-0.166,-101.69824,0.82205,519,44,,-0.348,-0.209
115,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.602,-0.286,-37.88749,0.92947,518,19,,0.637,-0.166
115,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.539,0.237,-36.49464,0.93235,521,14,,0.6,0.267
115,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.544,0.191,-38.32511,0.92921,522,20,,0.593,0.225
